UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Goias;GO;2041;8.596.405;4.234.235;4.362.170;93.668;75.473;31.677;0;31.677;77,72;74,44;81,16;8,65;9,36;7,90
Goias;GO;2042;8.645.354;4.257.183;4.388.171;93.505;77.156;31.677;0;31.677;77,83;74,56;81,27;8,52;9,22;7,78
Goias;GO;2043;8.692.452;4.279.242;4.413.210;93.317;78.823;31.677;0;31.677;77,95;74,67;81,38;8,40;9,09;7,66
Goias;GO;2044;8.737.674;4.300.403;4.437.271;93.094;80.499;31.677;0;31.677;78,06;74,78;81,49;8,27;8,97;7,55
Goias;GO;2045;8.780.975;4.320.643;4.460.332;92.835;82.181;31.677;0;31.677;78,17;74,89;81,60;8,16;8,85;7,44
Goias;GO;2046;8.822.329;4.339.952;4.482.377;92.555;83.856;31.677;0;31.677;78,27;75,00;81,71;8,06;8,74;7,34
Goias;GO;2047;8.861.729;4.358.332;4.503.397;92.270;85.523;31.677;0;31.677;78,38;75,11;81,81;7,95;8,63;7,24
Goias;GO;2048;8.899.155;4.375.775;4.523.380;91.935;87.184;31.677;0;31.677;78,49;75,21;81,91;7,85;8,53;7,15
Goias;GO;2049;8.934.557;4.392.254;4.542.303;91.536;88.837;31.677;0;31.677;78,59;75,32;82,01;7,77;8,43;7,06
Goias;GO;2050;8.967.883;4.407.744;4.560.139;91.080;90.479;31.677;0;31.677;78,69;75,42;82,10;7,67;8,34;6,98
Goias;GO;2051;8.999.139;4.422.252;4.576.887;90.657;92.100;31.677;0;31.677;78,78;75,52;82,20;7,59;8,25;6,90
Goias;GO;2052;9.028.359;4.435.797;4.592.562;90.236;93.708;31.677;0;31.677;78,88;75,62;82,29;7,51;8,16;6,82
Goias;GO;2053;9.055.541;4.448.378;4.607.163;89.768;95.285;31.677;0;31.677;78,97;75,72;82,38;7,43;8,08;6,75
Goias;GO;2054;9.080.667;4.459.983;4.620.684;89.258;96.842;31.677;0;31.677;79,07;75,82;82,47;7,37;8,01;6,68
Goias;GO;2055;9.103.727;4.470.612;4.633.115;88.713;98.364;31.677;0;31.677;79,16;75,92;82,56;7,30;7,94;6,62
Goias;GO;2056;9.124.748;4.480.280;4.644.468;88.199;99.860;31.677;0;31.677;79,24;76,01;82,64;7,23;7,87;6,56
Goias;GO;2057;9.143.789;4.489.013;4.654.776;87.700;101.309;31.677;0;31.677;79,34;76,11;82,73;7,17;7,80;6,50
Goias;GO;2058;9.160.881;4.496.829;4.664.052;87.172;102.732;31.677;0;31.677;79,42;76,20;82,81;7,11;7,74;6,44
Goias;GO;2059;9.176.042;4.503.740;4.672.302;86.643;104.118;31.677;0;31.677;79,51;76,29;82,89;7,05;7,68;6,39
Goias;GO;2060;9.189.311;4.509.763;4.679.548;86.114;105.455;31.677;0;31.677;79,59;76,38;82,97;6,99;7,62;6,34
Distrito Federal;DF;2010;2.639.212;1.264.740;1.374.472;42.303;10.922;10.750;0;10.750;76,34;72,55;79,88;11,99;12,89;11,05
Distrito Federal;DF;2011;2.681.052;1.285.153;1.395.899;42.031;11.072;10.589;0;10.589;76,67;72,89;80,18;11,73;12,60;10,81
Distrito Federal;DF;2012;2.722.198;1.305.219;1.416.979;41.585;11.267;10.427;0;10.427;76,98;73,22;80,47;11,47;12,32;10,58
Distrito Federal;DF;2013;2.763.488;1.325.368;1.438.120;43.078;11.509;10.266;0;10.266;77,28;73,53;80,75;11,22;12,06;10,35
Distrito Federal;DF;2014;2.805.774;1.346.039;1.459.735;44.406;11.774;10.105;0;10.105;77,57;73,84;81,01;10,99;11,80;10,13
Distrito Federal;DF;2015;2.848.633;1.367.015;1.481.618;45.095;12.058;9.943;0;9.943;77,85;74,13;81,27;10,76;11,55;9,92
Distrito Federal;DF;2016;2.890.224;1.387.354;1.502.870;42.755;12.334;9.783;0;9.783;78,12;74,41;81,51;10,53;11,30;9,72
Distrito Federal;DF;2017;2.931.057;1.407.318;1.523.739;44.484;12.644;9.622;0;9.622;78,37;74,68;81,74;10,32;11,07;9,53
Distrito Federal;DF;2018;2.972.209;1.427.459;1.544.750;44.364;12.982;9.460;0;9.460;78,62;74,94;81,96;10,11;10,84;9,34
Distrito Federal;DF;2019;3.012.718;1.447.284;1.565.434;44.210;13.333;9.299;0;9.299;78,85;75,19;82,18;9,91;10,63;9,15
Distrito Federal;DF;2020;3.052.546;1.466.775;1.585.771;44.045;13.701;9.138;0;9.138;79,08;75,43;82,38;9,71;10,42;8,98
Distrito Federal;DF;2021;3.091.667;1.485.920;1.605.747;43.879;14.095;8.976;0;8.976;79,30;75,66;82,57;9,53;10,21;8,81
Distrito Federal;DF;2022;3.130.014;1.504.684;1.625.330;43.637;14.517;8.815;0;8.815;79,50;75,88;82,75;9,35;10,01;8,64
Distrito Federal;DF;2023;3.167.502;1.523.026;1.644.476;43.346;14.959;8.653;0;8.653;79,70;76,09;82,92;9,17;9,82;8,48
Distrito Federal;DF;2024;3.204.070;1.540.916;1.663.154;43.031;15.426;8.492;0;8.492;79,89;76,28;83,09;9,01;9,64;8,33
Distrito Federal;DF;2025;3.239.675;1.558.334;1.681.341;42.709;15.926;8.332;0;8.332;80,06;76,47;83,24;8,84;9,46;8,18
Distrito Federal;DF;2026;3.274.291;1.575.269;1.699.022;42.390;16.445;8.170;0;8.170;80,23;76,66;83,39;8,68;9,29;8,04
Distrito Federal;DF;2027;3.307.883;1.591.704;1.716.179;42.045;16.986;8.009;0;8.009;80,40;76,83;83,53;8,53;9,13;7,90
Distrito Federal;DF;2028;3.340.408;1.607.617;1.732.791;41.694;17.559;7.848;0;7.848;80,55;76,99;83,67;8,38;8,97;7,77
Distrito Federal;DF;2029;3.371.845;1.622.999;1.748.846;41.356;18.152;7.686;0;7.686;80,70;77,15;83,80;8,25;8,81;7,64
Distrito Federal;DF;2030;3.402.180;1.637.843;1.764.337;41.021;18.766;7.525;0;7.525;80,83;77,30;83,92;8,11;8,67;7,52
Distrito Federal;DF;2031;3.431.469;1.652.176;1.779.293;40.670;19.399;7.525;0;7.525;80,97;77,44;84,03;7,97;8,52;7,40
Distrito Federal;DF;2032;3.459.755;1.666.019;1.793.736;40.312;20.061;7.525;0;7.525;81,09;77,58;84,14;7,85;8,38;7,29
Distrito Federal;DF;2033;3.487.020;1.679.363;1.807.657;39.977;20.749;7.525;0;7.525;81,21;77,71;84,24;7,73;8,25;7,18
Distrito Federal;DF;2034;3.513.254;1.692.203;1.821.051;39.654;21.465;7.525;0;7.525;81,33;77,83;84,34;7,61;8,12;7,07
Distrito Federal;DF;2035;3.538.436;1.704.529;1.833.907;39.332;22.208;7.525;0;7.525;81,43;77,95;84,43;7,50;8,00;6,97
Distrito Federal;DF;2036;3.562.521;1.716.320;1.846.201;38.974;22.978;7.525;0;7.525;81,54;78,06;84,52;7,39;7,88;6,87
Distrito Federal;DF;2037;3.585.467;1.727.555;1.857.912;38.625;23.778;7.525;0;7.525;81,63;78,16;84,60;7,28;7,76;6,77
Distrito Federal;DF;2038;3.607.260;1.738.228;1.869.032;38.295;24.606;7.525;0;7.525;81,72;78,26;84,68;7,18;7,65;6,68
Distrito Federal;DF;2039;3.627.893;1.748.335;1.879.558;37.973;25.446;7.525;0;7.525;81,81;78,36;84,76;7,08;7,55;6,59
Distrito Federal;DF;2040;3.647.352;1.757.871;1.889.481;37.649;26.308;7.525;0;7.525;81,89;78,45;84,83;6,99;7,44;6,51
Distrito Federal;DF;2041;3.665.603;1.766.821;1.898.782;37.298;27.188;7.525;0;7.525;81,96;78,53;84,89;6,90;7,34;6,43
Distrito Federal;DF;2042;3.682.634;1.775.178;1.907.456;36.988;28.086;7.525;0;7.525;82,03;78,61;84,96;6,81;7,25;6,35
Distrito Federal;DF;2043;3.698.469;1.782.953;1.915.516;36.715;28.997;7.525;0;7.525;82,10;78,69;85,02;6,72;7,16;6,27
Distrito Federal;DF;2044;3.713.123;1.790.157;1.922.966;36.462;29.923;7.525;0;7.525;82,16;78,76;85,07;6,64;7,07;6,20
Distrito Federal;DF;2045;3.726.600;1.796.792;1.929.808;36.221;30.856;7.525;0;7.525;82,22;78,83;85,13;6,57;6,98;6,13
Distrito Federal;DF;2046;3.738.900;1.802.857;1.936.043;35.979;31.796;7.525;0;7.525;82,28;78,90;85,18;6,49;6,90;6,06
Distrito Federal;DF;2047;3.750.030;1.808.357;1.941.673;35.776;32.750;7.525;0;7.525;82,33;78,96;85,22;6,42;6,82;6,00
Distrito Federal;DF;2048;3.760.007;1.813.302;1.946.705;35.590;33.712;7.525;0;7.525;82,38;79,02;85,27;6,35;6,74;5,93
Distrito Federal;DF;2049;3.768.831;1.817.693;1.951.138;35.398;34.676;7.525;0;7.525;82,42;79,08;85,31;6,28;6,67;5,87
Distrito Federal;DF;2050;3.776.493;1.821.527;1.954.966;35.202;35.649;7.525;0;7.525;82,46;79,13;85,35;6,22;6,60;5,82
Distrito Federal;DF;2051;3.782.994;1.824.805;1.958.189;35.020;36.622;7.525;0;7.525;82,50;79,18;85,39;6,15;6,53;5,76
Distrito Federal;DF;2052;3.788.348;1.827.535;1.960.813;34.852;37.592;7.525;0;7.525;82,54;79,23;85,43;6,09;6,46;5,71
Distrito Federal;DF;2053;3.792.555;1.829.718;1.962.837;34.663;38.561;7.525;0;7.525;82,57;79,27;85,46;6,04;6,40;5,65
Distrito Federal;DF;2054;3.795.598;1.831.347;1.964.251;34.450;39.514;7.525;0;7.525;82,60;79,31;85,49;5,98;6,34;5,60
Distrito Federal;DF;2055;3.797.474;1.832.421;1.965.053;34.219;40.452;7.525;0;7.525;82,63;79,35;85,52;5,93;6,28;5,56
Distrito Federal;DF;2056;3.798.193;1.832.944;1.965.249;33.996;41.374;7.525;0;7.525;82,66;79,39;85,55;5,88;6,22;5,51
Distrito Federal;DF;2057;3.797.772;1.832.924;1.964.848;33.771;42.285;7.525;0;7.525;82,68;79,43;85,58;5,82;6,17;5,47
Distrito Federal;DF;2058;3.796.218;1.832.366;1.963.852;33.521;43.166;7.525;0;7.525;82,71;79,46;85,61;5,78;6,11;5,42
Distrito Federal;DF;2059;3.793.533;1.831.272;1.962.261;33.258;44.035;7.525;0;7.525;82,73;79,50;85,63;5,73;6,06;5,38
Distrito Federal;DF;2060;3.789.728;1.829.649;1.960.079;32.984;44.866;7.525;0;7.525;82,75;79,53;85,65;5,69;6,01;5,34
