UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Rio de Janeiro;RJ;2027;48.546.516;23.699.601;24.846.915;567.276;328.973;38.325;0;38.325;80,44;77,61;83,14;7,36;8,00;6,68
Rio de Janeiro;RJ;2028;48.816.331;23.834.769;24.981.562;562.261;336.812;37.553;0;37.553;80,59;77,77;83,28;7,20;7,83;6,53
Rio de Janeiro;RJ;2029;49.072.504;23.963.191;25.109.313;557.539;344.976;36.783;0;36.783;80,73;77,92;83,41;7,05;7,66;6,40
Rio de Janeiro;RJ;2030;49.315.046;24.084.837;25.230.209;553.248;353.522;36.011;0;36.011;80,86;78,07;83,54;6,91;7,51;6,27
Rio de Janeiro;RJ;2031;49.544.302;24.199.881;25.344.421;548.994;362.230;36.011;0;36.011;80,99;78,20;83,66;6,77;7,36;6,15
Rio de Janeiro;RJ;2032;49.760.463;24.308.429;25.452.034;544.928;371.393;36.011;0;36.011;81,11;78,33;83,78;6,64;7,22;6,04
Rio de Janeiro;RJ;2033;49.963.489;24.410.466;25.553.023;541.212;380.716;36.011;0;36.011;81,22;78,44;83,89;6,52;7,09;5,93
Rio de Janeiro;RJ;2034;50.153.386;24.505.982;25.647.404;537.685;390.409;36.011;0;36.011;81,32;78,55;84,00;6,41;6,96;5,83
Rio de Janeiro;RJ;2035;50.330.107;24.594.967;25.735.140;534.482;400.338;36.011;0;36.011;81,42;78,65;84,10;6,30;6,84;5,73
Rio de Janeiro;RJ;2036;50.493.492;24.677.360;25.816.132;531.135;410.530;36.011;0;36.011;81,51;78,75;84,19;6,20;6,73;5,64
Rio de Janeiro;RJ;2037;50.643.366;24.753.073;25.890.293;528.036;420.916;36.011;0;36.011;81,60;78,83;84,28;6,11;6,63;5,56
Rio de Janeiro;RJ;2038;50.779.824;24.822.171;25.957.653;525.200;431.428;36.011;0;36.011;81,68;78,92;84,37;6,02;6,53;5,48
Rio de Janeiro;RJ;2039;50.902.899;24.884.680;26.018.219;522.421;442.065;36.011;0;36.011;81,75;78,99;84,45;5,93;6,43;5,40
Rio de Janeiro;RJ;2040;51.012.645;24.940.624;26.072.021;519.777;452.661;36.011;0;36.011;81,83;79,06;84,53;5,85;6,34;5,33
Rio de Janeiro;RJ;2041;51.109.151;24.990.043;26.119.108;517.139;463.265;36.011;0;36.011;81,90;79,13;84,61;5,78;6,26;5,27
Rio de Janeiro;RJ;2042;51.192.586;25.033.036;26.159.550;514.932;473.959;36.011;0;36.011;81,96;79,19;84,68;5,71;6,18;5,20
Rio de Janeiro;RJ;2043;51.263.186;25.069.746;26.193.440;512.853;484.648;36.011;0;36.011;82,02;79,25;84,75;5,64;6,11;5,15
Rio de Janeiro;RJ;2044;51.321.077;25.100.231;26.220.846;510.676;495.122;36.011;0;36.011;82,07;79,30;84,81;5,57;6,04;5,09
Rio de Janeiro;RJ;2045;51.366.301;25.124.489;26.241.812;508.421;505.550;36.011;0;36.011;82,12;79,35;84,88;5,51;5,97;5,04
Rio de Janeiro;RJ;2046;51.398.888;25.142.542;26.256.346;506.137;515.856;36.011;0;36.011;82,17;79,40;84,93;5,46;5,91;4,99
Rio de Janeiro;RJ;2047;51.419.021;25.154.494;26.264.527;503.976;526.011;36.011;0;36.011;82,22;79,44;84,99;5,40;5,85;4,94
Rio de Janeiro;RJ;2048;51.426.883;25.160.421;26.266.462;501.764;536.026;36.011;0;36.011;82,26;79,48;85,04;5,35;5,79;4,90
Rio de Janeiro;RJ;2049;51.422.538;25.160.338;26.262.200;499.335;545.787;36.011;0;36.011;82,30;79,52;85,10;5,31;5,74;4,86
Rio de Janeiro;RJ;2050;51.405.978;25.154.242;26.251.736;496.571;555.260;36.011;0;36.011;82,34;79,56;85,14;5,26;5,69;4,82
Rio de Janeiro;RJ;2051;51.377.266;25.142.132;26.235.134;493.794;564.550;36.011;0;36.011;82,38;79,59;85,19;5,22;5,64;4,78
Rio de Janeiro;RJ;2052;51.336.626;25.124.074;26.212.552;491.003;573.550;36.011;0;36.011;82,42;79,62;85,23;5,19;5,60;4,75
Rio de Janeiro;RJ;2053;51.284.187;25.100.123;26.184.064;488.019;582.372;36.011;0;36.011;82,45;79,65;85,28;5,15;5,56;4,72
Rio de Janeiro;RJ;2054;51.220.015;25.070.313;26.149.702;484.875;590.889;36.011;0;36.011;82,47;79,67;85,31;5,11;5,52;4,69
Rio de Janeiro;RJ;2055;51.144.153;25.034.642;26.109.511;481.430;599.162;36.011;0;36.011;82,50;79,70;85,35;5,08;5,48;4,66
Rio de Janeiro;RJ;2056;51.056.719;24.993.133;26.063.586;478.067;607.225;36.011;0;36.011;82,53;79,72;85,39;5,05;5,44;4,63
Rio de Janeiro;RJ;2057;50.958.014;24.945.927;26.012.087;474.786;615.061;36.011;0;36.011;82,55;79,74;85,42;5,02;5,41;4,61
Rio de Janeiro;RJ;2058;50.848.310;24.893.155;25.955.155;471.387;622.541;36.011;0;36.011;82,58;79,76;85,45;4,99;5,38;4,58
Rio de Janeiro;RJ;2059;50.727.840;24.834.941;25.892.899;467.988;629.796;36.011;0;36.011;82,60;79,77;85,49;4,97;5,35;4,56
Rio de Janeiro;RJ;2060;50.596.822;24.771.413;25.825.409;464.536;636.786;36.011;0;36.011;82,62;79,79;85,51;4,94;5,32;4,54
São Paulo;SP;2010;42.298.906;20.607.272;21.691.634;600.394;246.231;51.437;0;51.437;76,10;72,60;79,55;11,98;13,03;10,87
São Paulo;SP;2011;42.707.383;20.805.607;21.901.776;609.189;248.499;50.665;0;50.665;76,47;73,04;79,84;11,58;12,60;10,51
São Paulo;SP;2012;43.119.841;21.006.793;22.113.048;614.973;251.306;49.895;0;49.895;76,82;73,46;80,11;11,19;12,18;10,16
São Paulo;SP;2013;43.528.708;21.206.883;22.321.825;609.461;254.413;49.123;0;49.123;77,16;73,86;80,38;10,83;11,79;9,83
São Paulo;SP;2014;43.937.755;21.407.763;22.529.992;623.424;257.855;48.352;0;48.352;77,48;74,24;80,63;10,49;11,41;9,51
São Paulo;SP;2015;44.356.304;21.614.159;22.742.145;637.209;261.613;47.580;0;47.580;77,79;74,60;80,88;10,16;11,06;9,22
São Paulo;SP;2016;44.760.305;21.813.699;22.946.606;603.412;265.394;46.809;0;46.809;78,08;74,94;81,11;9,85;10,72;8,94
São Paulo;SP;2017;45.149.603;22.006.254;23.143.349;617.221;269.488;46.038;0;46.038;78,36;75,26;81,34;9,56;10,40;8,67
São Paulo;SP;2018;45.538.936;22.199.331;23.339.605;613.637;274.009;45.266;0;45.266;78,62;75,56;81,56;9,28;10,10;8,42
São Paulo;SP;2019;45.919.049;22.388.135;23.530.914;609.658;278.821;44.496;0;44.496;78,87;75,85;81,76;9,01;9,81;8,18
São Paulo;SP;2020;46.289.333;22.572.327;23.717.006;605.336;283.825;43.724;0;43.724;79,11;76,12;81,96;8,77;9,54;7,95
São Paulo;SP;2021;46.649.132;22.751.542;23.897.590;600.602;289.190;42.952;0;42.952;79,33;76,37;82,15;8,53;9,28;7,74
São Paulo;SP;2022;46.997.428;22.925.220;24.072.208;595.009;294.962;42.182;0;42.182;79,54;76,61;82,34;8,31;9,04;7,53
São Paulo;SP;2023;47.333.288;23.092.856;24.240.432;589.159;301.077;41.410;0;41.410;79,74;76,84;82,51;8,09;8,81;7,34
São Paulo;SP;2024;47.656.295;23.254.217;24.402.078;583.426;307.543;40.639;0;40.639;79,93;77,05;82,68;7,89;8,59;7,16
São Paulo;SP;2025;47.966.292;23.409.215;24.557.077;577.872;314.267;39.868;0;39.868;80,11;77,25;82,84;7,71;8,38;6,99
São Paulo;SP;2026;48.263.115;23.557.726;24.705.389;572.490;321.411;39.096;0;39.096;80,28;77,43;82,99;7,52;8,19;6,83
São Paulo;SP;2027;48.546.516;23.699.601;24.846.915;567.276;328.973;38.325;0;38.325;80,44;77,61;83,14;7,36;8,00;6,68
São Paulo;SP;2028;48.816.331;23.834.769;24.981.562;562.261;336.812;37.553;0;37.553;80,59;77,77;83,28;7,20;7,83;6,53
São Paulo;SP;2029;49.072.504;23.963.191;25.109.313;557.539;344.976;36.783;0;36.783;80,73;77,92;83,41;7,05;7,66;6,40
São Paulo;SP;2030;49.315.046;24.084.837;25.230.209;553.248;353.522;36.011;0;36.011;80,86;78,07;83,54;6,91;7,51;6,27
São Paulo;SP;2031;49.544.302;24.199.881;25.344.421;548.994;362.230;36.011;0;36.011;80,99;78,20;83,66;6,77;7,36;6,15
São Paulo;SP;2032;49.760.463;24.308.429;25.452.034;544.928;371.393;36.011;0;36.011;81,11;78,33;83,78;6,64;7,22;6,04
São Paulo;SP;2033;49.963.489;24.410.466;25.553.023;541.212;380.716;36.011;0;36.011;81,22;78,44;83,89;6,52;7,09;5,93
São Paulo;SP;2034;50.153.386;24.505.982;25.647.404;537.685;390.409;36.011;0;36.011;81,32;78,55;84,00;6,41;6,96;5,83
São Paulo;SP;2035;50.330.107;24.594.967;25.735.140;534.482;400.338;36.011;0;36.011;81,42;78,65;84,10;6,30;6,84;5,73
São Paulo;SP;2036;50.493.492;24.677.360;25.816.132;531.135;410.530;36.011;0;36.011;81,51;78,75;84,19;6,20;6,73;5,64
São Paulo;SP;2037;50.643.366;24.753.073;25.890.293;528.036;420.916;36.011;0;36.011;81,60;78,83;84,28;6,11;6,63;5,56
São Paulo;SP;2038;50.779.824;24.822.171;25.957.653;525.200;431.428;36.011;0;36.011;81,68;78,92;84,37;6,02;6,53;5,48
São Paulo;SP;2039;50.902.899;24.884.680;26.018.219;522.421;442.065;36.011;0;36.011;81,75;78,99;84,45;5,93;6,43;5,40
São Paulo;SP;2040;51.012.645;24.940.624;26.072.021;519.777;452.661;36.011;0;36.011;81,83;79,06;84,53;5,85;6,34;5,33
São Paulo;SP;2041;51.109.151;24.990.043;26.119.108;517.139;463.265;36.011;0;36.011;81,90;79,13;84,61;5,78;6,26;5,27
São Paulo;SP;2042;51.192.586;25.033.036;26.159.550;514.932;473.959;36.011;0;36.011;81,96;79,19;84,68;5,71;6,18;5,20
São Paulo;SP;2043;51.263.186;25.069.746;26.193.440;512.853;484.648;36.011;0;36.011;82,02;79,25;84,75;5,64;6,11;5,15
São Paulo;SP;2044;51.321.077;25.100.231;26.220.846;510.676;495.122;36.011;0;36.011;82,07;79,30;84,81;5,57;6,04;5,09
São Paulo;SP;2045;51.366.301;25.124.489;26.241.812;508.421;505.550;36.011;0;36.011;82,12;79,35;84,88;5,51;5,97;5,04
São Paulo;SP;2046;51.398.888;25.142.542;26.256.346;506.137;515.856;36.011;0;36.011;82,17;79,40;84,93;5,46;5,91;4,99
São Paulo;SP;2047;51.419.021;25.154.494;26.264.527;503.976;526.011;36.011;0;36.011;82,22;79,44;84,99;5,40;5,85;4,94
São Paulo;SP;2048;51.426.883;25.160.421;26.266.462;501.764;536.026;36.011;0;36.011;82,26;79,48;85,04;5,35;5,79;4,90
São Paulo;SP;2049;51.422.538;25.160.338;26.262.200;499.335;545.787;36.011;0;36.011;82,30;79,52;85,10;5,31;5,74;4,86
São Paulo;SP;2050;51.405.978;25.154.242;26.251.736;496.571;555.260;36.011;0;36.011;82,34;79,56;85,14;5,26;5,69;4,82
São Paulo;SP;2051;51.377.266;25.142.132;26.235.134;493.794;564.550;36.011;0;36.011;82,38;79,59;85,19;5,22;5,64;4,78
São Paulo;SP;2052;51.336.626;25.124.074;26.212.552;491.003;573.550;36.011;0;36.011;82,42;79,62;85,23;5,19;5,60;4,75
São Paulo;SP;2053;51.284.187;25.100.123;26.184.064;488.019;582.372;36.011;0;36.011;82,45;79,65;85,28;5,15;5,56;4,72
São Paulo;SP;2054;51.220.015;25.070.313;26.149.702;484.875;590.889;36.011;0;36.011;82,47;79,67;85,31;5,11;5,52;4,69
São Paulo;SP;2055;51.144.153;25.034.642;26.109.511;481.430;599.162;36.011;0;36.011;82,50;79,70;85,35;5,08;5,48;4,66
São Paulo;SP;2056;51.056.719;24.993.133;26.063.586;478.067;607.225;36.011;0;36.011;82,53;79,72;85,39;5,05;5,44;4,63
São Paulo;SP;2057;50.958.014;24.945.927;26.012.087;474.786;615.061;36.011;0;36.011;82,55;79,74;85,42;5,02;5,41;4,61
São Paulo;SP;2058;50.848.310;24.893.155;25.955.155;471.387;622.541;36.011;0;36.011;82,58;79,76;85,45;4,99;5,38;4,58
São Paulo;SP;2059;50.727.840;24.834.941;25.892.899;467.988;629.796;36.011;0;36.011;82,60;79,77;85,49;4,97;5,35;4,56
São Paulo;SP;2060;50.596.822;24.771.413;25.825.409;464.536;636.786;36.011;0;36.011;82,62;79,79;85,51;4,94;5,32;4,54
Parana;PR;2010;10.653.276;5.238.772;5.414.504;152.738;62.704;-4.642;0;-4.642;75,15;71,87;78,55;12,05;13,31;10,73
Parana;PR;2011;10.738.066;5.278.327;5.459.739;152.167;63.407;-4.573;0;-4.573;75,49;72,20;78,91;11,53;12,73;10,28
Parana;PR;2012;10.822.187;5.317.484;5.504.703;152.784;64.225;-4.503;0;-4.503;75,82;72,52;79,25;11,04;12,18;9,84
Parana;PR;2013;10.908.262;5.357.607;5.550.655;157.654;65.127;-4.434;0;-4.434;76,15;72,83;79,59;10,57;11,66;9,43
Parana;PR;2014;10.997.989;5.399.573;5.598.416;161.822;66.098;-4.364;0;-4.364;76,47;73,14;79,91;10,13;11,16;9,04
Parana;PR;2015;11.089.062;5.442.208;5.646.854;162.151;67.073;-4.295;0;-4.295;76,78;73,44;80,22;9,71;10,70;8,67
Parana;PR;2016;11.176.203;5.482.818;5.693.385;155.766;68.041;-4.225;0;-4.225;77,08;73,73;80,53;9,31;10,26;8,32
Parana;PR;2017;11.261.927;5.522.704;5.739.223;161.199;69.096;-4.155;0;-4.155;77,38;74,02;80,82;8,94;9,84;7,99
Parana;PR;2018;11.348.937;5.563.258;5.785.679;160.383;70.224;-4.086;0;-4.086;77,66;74,29;81,11;8,58;9,44;7,68
Parana;PR;2019;11.433.957;5.602.812;5.831.145;159.377;71.394;-4.016;0;-4.016;77,93;74,57;81,39;8,25;9,07;7,38
Parana;PR;2020;11.516.840;5.641.298;5.875.542;158.324;72.578;-3.946;0;-3.946;78,21;74,83;81,65;7,93;8,72;7,10
Parana;PR;2021;11.597.484;5.678.670;5.918.814;157.209;73.843;-3.877;0;-3.877;78,46;75,08;81,91;7,63;8,38;6,84
Parana;PR;2022;11.675.661;5.714.821;5.960.840;155.829;75.156;-3.807;0;-3.807;78,72;75,33;82,16;7,35;8,07;6,59
Parana;PR;2023;11.751.111;5.749.623;6.001.488;154.316;76.545;-3.738;0;-3.738;78,96;75,58;82,40;7,08;7,78;6,35
Parana;PR;2024;11.823.677;5.783.000;6.040.677;152.743;77.976;-3.668;0;-3.668;79,20;75,81;82,64;6,83;7,50;6,13
Parana;PR;2025;11.893.264;5.814.911;6.078.353;151.166;79.492;-3.598;0;-3.598;79,43;76,04;82,86;6,60;7,23;5,92
Parana;PR;2026;11.959.803;5.845.328;6.114.475;149.588;81.057;-3.529;0;-3.529;79,65;76,26;83,08;6,37;6,98;5,73
Parana;PR;2027;12.023.185;5.874.197;6.148.988;147.908;82.686;-3.459;0;-3.459;79,87;76,48;83,29;6,16;6,75;5,54
Parana;PR;2028;12.083.297;5.901.463;6.181.834;146.252;84.400;-3.390;0;-3.390;80,07;76,69;83,49;5,96;6,53;5,36
Parana;PR;2029;12.140.129;5.927.131;6.212.998;144.696;86.172;-3.320;0;-3.320;80,27;76,89;83,68;5,78;6,32;5,20
Parana;PR;2030;12.193.706;5.951.218;6.242.488;143.201;88.000;-3.251;0;-3.251;80,47;77,09;83,87;5,60;6,13;5,04
Parana;PR;2031;12.243.938;5.973.687;6.270.251;141.646;89.881;-3.251;0;-3.251;80,65;77,28;84,05;5,43;5,94;4,90
Parana;PR;2032;12.290.702;5.994.482;6.296.220;140.072;91.808;-3.251;0;-3.251;80,84;77,46;84,22;5,28;5,77;4,76
Parana;PR;2033;12.333.987;6.013.594;6.320.393;138.615;93.808;-3.251;0;-3.251;81,01;77,64;84,38;5,13;5,61;4,63
Parana;PR;2034;12.373.836;6.031.053;6.342.783;137.269;95.876;-3.251;0;-3.251;81,17;77,81;84,54;4,99;5,46;4,51
Parana;PR;2035;12.410.298;6.046.897;6.363.401;136.010;97.977;-3.251;0;-3.251;81,34;77,98;84,70;4,87;5,31;4,40
Parana;PR;2036;12.443.361;6.061.127;6.382.234;134.716;100.122;-3.251;0;-3.251;81,49;78,14;84,85;4,74;5,18;4,29
Parana;PR;2037;12.473.021;6.073.744;6.399.277;133.541;102.314;-3.251;0;-3.251;81,65;78,29;84,99;4,63;5,05;4,19
Parana;PR;2038;12.499.364;6.084.800;6.414.564;132.519;104.558;-3.251;0;-3.251;81,79;78,44;85,12;4,52;4,93;4,09
Parana;PR;2039;12.522.496;6.094.361;6.428.135;131.618;106.814;-3.251;0;-3.251;81,93;78,59;85,25;4,42;4,82;4,01
Parana;PR;2040;12.542.478;6.102.463;6.440.015;130.756;109.093;-3.251;0;-3.251;82,06;78,73;85,38;4,33;4,71;3,92
Parana;PR;2041;12.559.307;6.109.105;6.450.202;129.874;111.376;-3.251;0;-3.251;82,19;78,87;85,50;4,24;4,61;3,84
Parana;PR;2042;12.573.062;6.114.335;6.458.727;129.183;113.670;-3.251;0;-3.251;82,32;79,00;85,62;4,15;4,52;3,77
Parana;PR;2043;12.583.881;6.118.231;6.465.650;128.611;115.983;-3.251;0;-3.251;82,43;79,12;85,73;4,07;4,43;3,70
Parana;PR;2044;12.591.854;6.120.841;6.471.013;128.079;118.258;-3.251;0;-3.251;82,55;79,25;85,83;4,00;4,35;3,63
Parana;PR;2045;12.597.005;6.122.181;6.474.824;127.514;120.530;-3.251;0;-3.251;82,66;79,36;85,94;3,93;4,27;3,57
Parana;PR;2046;12.599.318;6.122.247;6.477.071;126.914;122.770;-3.251;0;-3.251;82,77;79,48;86,03;3,87;4,20;3,52
Parana;PR;2047;12.598.861;6.121.070;6.477.791;126.416;124.972;-3.251;0;-3.251;82,87;79,59;86,13;3,80;4,13;3,46
Parana;PR;2048;12.595.699;6.118.685;6.477.014;125.892;127.157;-3.251;0;-3.251;82,96;79,69;86,22;3,74;4,07;3,41
Parana;PR;2049;12.589.797;6.115.077;6.474.720;125.267;129.304;-3.251;0;-3.251;83,06;79,79;86,30;3,69;4,01;3,36
Parana;PR;2050;12.581.103;6.110.219;6.470.884;124.557;131.404;-3.251;0;-3.251;83,15;79,89;86,38;3,65;3,95;3,32
Parana;PR;2051;12.569.612;6.104.108;6.465.504;123.842;133.475;-3.251;0;-3.251;83,23;79,99;86,46;3,60;3,90;3,28
Parana;PR;2052;12.555.362;6.096.761;6.458.601;123.126;135.490;-3.251;0;-3.251;83,31;80,08;86,54;3,55;3,85;3,24
Parana;PR;2053;12.538.352;6.088.175;6.450.177;122.286;137.440;-3.251;0;-3.251;83,39;80,16;86,61;3,51;3,80;3,20
Parana;PR;2054;12.518.536;6.078.320;6.440.216;121.330;139.306;-3.251;0;-3.251;83,47;80,25;86,68;3,47;3,76;3,17
Parana;PR;2055;12.495.904;6.067.179;6.428.725;120.304;141.089;-3.251;0;-3.251;83,55;80,33;86,75;3,43;3,72;3,14
Parana;PR;2056;12.470.502;6.054.772;6.415.730;119.298;142.817;-3.251;0;-3.251;83,61;80,41;86,81;3,40;3,68;3,11
Parana;PR;2057;12.442.412;6.041.136;6.401.276;118.277;144.436;-3.251;0;-3.251;83,68;80,48;86,87;3,37;3,64;3,08
Parana;PR;2058;12.411.670;6.026.278;6.385.392;117.171;145.994;-3.251;0;-3.251;83,74;80,56;86,93;3,34;3,61;3,05
Parana;PR;2059;12.378.299;6.010.200;6.368.099;116.030;147.448;-3.251;0;-3.251;83,80;80,62;86,98;3,31;3,58;3,03
Parana;PR;2060;12.342.362;5.992.920;6.349.442;114.874;148.829;-3.251;0;-3.251;83,86;80,69;87,04;3,28;3,55;3,00
Santa Catarina;SC;2010;6.353.055;3.153.624;3.199.431;86.236;32.019;32.955;0;32.955;76,93;73,57;80,36;11,20;12,06;10,28
Santa Catarina;SC;2011;6.441.468;3.197.284;3.244.184;89.687;32.493;32.460;0;32.460;77,32;73,97;80,73;10,82;11,65;9,96
Santa Catarina;SC;2012;6.530.943;3.241.493;3.289.450;90.356;33.026;31.967;0;31.967;77,70;74,36;81,10;10,47;11,25;9,64
Santa Catarina;SC;2013;6.620.186;3.285.585;3.334.601;91.312;33.596;31.472;0;31.472;78,06;74,73;81,45;10,12;10,87;9,34
Santa Catarina;SC;2014;6.710.154;3.330.048;3.380.106;93.965;34.197;30.979;0;30.979;78,41;75,09;81,78;9,80;10,51;9,05
Santa Catarina;SC;2015;6.802.306;3.375.630;3.426.676;97.935;34.862;30.484;0;30.484;78,74;75,44;82,10;9,49;10,16;8,77
Santa Catarina;SC;2016;6.894.058;3.421.008;3.473.050;95.489;35.532;29.989;0;29.989;79,07;75,77;82,40;9,19;9,83;8,51
Santa Catarina;SC;2017;6.984.749;3.465.841;3.518.908;98.202;36.261;29.496;0;29.496;79,37;76,09;82,69;8,90;9,51;8,25
Santa Catarina;SC;2018;7.075.494;3.510.700;3.564.794;98.093;37.044;29.001;0;29.001;79,66;76,39;82,97;8,62;9,21;8,01
Santa Catarina;SC;2019;7.164.788;3.554.814;3.609.974;97.888;37.857;28.508;0;28.508;79,94;76,68;83,24;8,36;8,92;7,77
Santa Catarina;SC;2020;7.252.502;3.598.115;3.654.387;97.598;38.721;28.013;0;28.013;80,21;76,96;83,49;8,11;8,65;7,54
Santa Catarina;SC;2021;7.338.473;3.640.518;3.697.955;97.159;39.625;27.518;0;27.518;80,47;77,22;83,73;7,87;8,38;7,33
Santa Catarina;SC;2022;7.422.480;3.681.908;3.740.572;96.531;40.593;27.025;0;27.025;80,71;77,48;83,96;7,63;8,13;7,12
Santa Catarina;SC;2023;7.504.322;3.722.182;3.782.140;95.818;41.628;26.530;0;26.530;80,94;77,72;84,18;7,42;7,89;6,92
Santa Catarina;SC;2024;7.583.889;3.761.285;3.822.604;95.086;42.709;26.037;0;26.037;81,16;77,95;84,39;7,21;7,66;6,73
Santa Catarina;SC;2025;7.661.113;3.799.183;3.861.930;94.332;43.839;25.542;0;25.542;81,37;78,17;84,59;7,00;7,44;6,54
Santa Catarina;SC;2026;7.735.919;3.835.836;3.900.083;93.569;45.042;25.047;0;25.047;81,57;78,37;84,77;6,81;7,23;6,37
Santa Catarina;SC;2027;7.808.220;3.871.198;3.937.022;92.774;46.299;24.554;0;24.554;81,76;78,57;84,95;6,62;7,03;6,20
Santa Catarina;SC;2028;7.877.936;3.905.231;3.972.705;91.969;47.626;24.059;0;24.059;81,93;78,76;85,12;6,45;6,84;6,04
Santa Catarina;SC;2029;7.945.021;3.937.913;4.007.108;91.206;49.002;23.566;0;23.566;82,10;78,94;85,28;6,28;6,66;5,88
Santa Catarina;SC;2030;8.009.480;3.969.248;4.040.232;90.506;50.428;23.071;0;23.071;82,26;79,11;85,43;6,12;6,49;5,74
Santa Catarina;SC;2031;8.071.564;3.999.368;4.072.196;89.851;51.903;23.071;0;23.071;82,41;79,27;85,58;5,97;6,32;5,59
Santa Catarina;SC;2032;8.131.505;4.028.393;4.103.112;89.229;53.438;23.071;0;23.071;82,56;79,42;85,71;5,82;6,17;5,46
Santa Catarina;SC;2033;8.189.289;4.056.318;4.132.971;88.664;55.028;23.071;0;23.071;82,69;79,57;85,84;5,68;6,02;5,33
Santa Catarina;SC;2034;8.244.918;4.083.148;4.161.770;88.164;56.684;23.071;0;23.071;82,82;79,71;85,96;5,55;5,87;5,21
Santa Catarina;SC;2035;8.298.422;4.108.904;4.189.518;87.755;58.368;23.071;0;23.071;82,94;79,84;86,08;5,42;5,74;5,09
Santa Catarina;SC;2036;8.349.850;4.133.615;4.216.235;87.433;60.107;23.071;0;23.071;83,06;79,96;86,19;5,30;5,61;4,98
Santa Catarina;SC;2037;8.399.227;4.157.296;4.241.931;87.197;61.912;23.071;0;23.071;83,16;80,08;86,29;5,18;5,48;4,87
Santa Catarina;SC;2038;8.446.582;4.179.969;4.266.613;87.023;63.740;23.071;0;23.071;83,27;80,19;86,39;5,07;5,37;4,76
Santa Catarina;SC;2039;8.491.935;4.201.648;4.290.287;86.883;65.602;23.071;0;23.071;83,36;80,29;86,48;4,97;5,25;4,67
Santa Catarina;SC;2040;8.535.304;4.222.347;4.312.957;86.790;67.474;23.071;0;23.071;83,46;80,39;86,57;4,86;5,15;4,57
Santa Catarina;SC;2041;8.576.731;4.242.092;4.334.639;86.775;69.380;23.071;0;23.071;83,54;80,48;86,66;4,77;5,04;4,48
Santa Catarina;SC;2042;8.616.285;4.260.920;4.355.365;86.865;71.294;23.071;0;23.071;83,62;80,57;86,73;4,68;4,95;4,40
Santa Catarina;SC;2043;8.654.030;4.278.869;4.375.161;86.990;73.213;23.071;0;23.071;83,69;80,66;86,81;4,59;4,85;4,31
Santa Catarina;SC;2044;8.689.972;4.295.948;4.394.024;87.090;75.126;23.071;0;23.071;83,77;80,73;86,88;4,51;4,76;4,23
Santa Catarina;SC;2045;8.724.096;4.312.155;4.411.941;87.175;77.033;23.071;0;23.071;83,84;80,81;86,94;4,43;4,68;4,16
Santa Catarina;SC;2046;8.756.398;4.327.491;4.428.907;87.254;78.934;23.071;0;23.071;83,90;80,88;87,00;4,35;4,60;4,09
Santa Catarina;SC;2047;8.786.906;4.341.969;4.444.937;87.357;80.802;23.071;0;23.071;83,96;80,95;87,06;4,28;4,52;4,02
Santa Catarina;SC;2048;8.815.651;4.355.605;4.460.046;87.447;82.653;23.071;0;23.071;84,02;81,01;87,12;4,21;4,45;3,95
Santa Catarina;SC;2049;8.842.605;4.368.385;4.474.220;87.473;84.501;23.071;0;23.071;84,07;81,07;87,17;4,14;4,38;3,89
Santa Catarina;SC;2050;8.867.714;4.380.284;4.487.430;87.423;86.319;23.071;0;23.071;84,12;81,13;87,22;4,08;4,31;3,83
Santa Catarina;SC;2051;8.890.942;4.391.288;4.499.654;87.318;88.107;23.071;0;23.071;84,18;81,18;87,27;4,02;4,25;3,78
Santa Catarina;SC;2052;8.912.269;4.401.388;4.510.881;87.182;89.882;23.071;0;23.071;84,22;81,23;87,31;3,96;4,19;3,72
Santa Catarina;SC;2053;8.931.679;4.410.576;4.521.103;86.998;91.620;23.071;0;23.071;84,26;81,28;87,35;3,91;4,13;3,67
Santa Catarina;SC;2054;8.949.178;4.418.846;4.530.332;86.764;93.286;23.071;0;23.071;84,30;81,32;87,39;3,86;4,08;3,62
Santa Catarina;SC;2055;8.964.776;4.426.194;4.538.582;86.461;94.885;23.071;0;23.071;84,34;81,36;87,43;3,81;4,03;3,57
Santa Catarina;SC;2056;8.978.488;4.432.623;4.545.865;86.125;96.419;23.071;0;23.071;84,38;81,40;87,47;3,76;3,98;3,53
Santa Catarina;SC;2057;8.990.348;4.438.143;4.552.205;85.774;97.902;23.071;0;23.071;84,41;81,44;87,50;3,72;3,93;3,49
Santa Catarina;SC;2058;9.000.381;4.442.759;4.557.622;85.395;99.341;23.071;0;23.071;84,43;81,47;87,53;3,67;3,89;3,44
Santa Catarina;SC;2059;9.008.618;4.446.482;4.562.136;85.009;100.730;23.071;0;23.071;84,46;81,51;87,56;3,63;3,84;3,41
Santa Catarina;SC;2060;9.015.090;4.449.324;4.565.766;84.608;102.086;23.071;0;23.071;84,49;81,54;87,59;3,59;3,80;3,37
Rio Grande do Sul;RS;2010;10.914.795;5.317.544;5.597.251;134.064;72.350;-15.552;0;-15.552;76,01;72,44;79,50;11,39;12,21;10,52
